id;node1id;node2id;length;distance;curveness;volume;avgCrossSection;minRadiusAvg;minRadiusStd;avgRadiusAvg;avgRadiusStd;maxRadiusAvg;maxRadiusStd;roundnessAvg;roundnessStd;node1_degree;node2_degree;num_voxels;hasNodeAtSampleBorder
400;1633;1646;29.6775;29.2004;1.01634;258;8.69345;1.43977;0.184653;1.84073;0.0898187;2.24014;0.20905;0.650056;0.110221;3;3;24;0
401;1596;1643;38.5058;37.4967;1.02691;834;21.6591;2.18436;0.203689;2.77944;0.103572;3.35478;0.225258;0.655611;0.0878867;3;3;33;0
402;1575;1636;45.5151;43.3705;1.04945;4186;91.9695;4.95599;0.224602;5.69473;0.265949;6.45297;0.394844;0.770052;0.0472676;3;3;34;0
403;1636;1647;4.09172;4.08248;1.00226;140;34.2154;4.67989;0.0495324;5.42391;0.173424;5.97753;0.397701;0.78695;0.0606444;3;3;2;0
404;1616;197;13.1192;13.0384;1.0062;130;9.90914;1.36921;0.13746;1.99538;0.199019;2.59904;0.393596;0.541572;0.11185;1;3;8;0
405;1645;1644;21.1311;19.7484;1.07001;178;8.42361;1.31682;0.251528;1.83931;0.125696;2.29947;0.170642;0.576998;0.121037;3;3;17;0
406;1602;1649;25.4506;24.4359;1.04153;228;8.95854;1.40778;0.131462;1.87304;0.0803789;2.31785;0.197404;0.611996;0.0802788;3;3;19;0
407;1633;1645;20.4835;19.8578;1.03151;172;8.39698;1.3511;0.196571;1.82462;0.0677684;2.17983;0.139061;0.62461;0.105481;3;3;16;0
408;1626;1650;11.7522;11.6142;1.01188;102;8.67924;1.38156;0.107354;1.91178;0.073214;2.40268;0.270717;0.579965;0.0619203;3;3;7;0
409;196;1642;10.8211;10.4881;1.03175;163;15.0631;1.56286;0.104635;2.29027;0.299726;2.92998;0.485638;0.542249;0.0573718;1;3;9;0
410;193;1648;9.08953;9;1.00995;50;5.50083;0.972754;0.21607;1.65141;0.465551;2.3469;0.981482;0.45384;0.13608;1;3;6;0
411;1640;198;10.5843;10.4881;1.00918;55;5.19635;0.870335;0.151684;1.54951;0.232794;2.13588;0.483794;0.42809;0.121706;1;3;8;0
412;1615;202;13.3435;12.8841;1.03565;61;4.57152;0.833935;0.136256;1.46576;0.155577;1.99306;0.275402;0.423873;0.0808839;1;4;10;0
413;1644;1648;4.73995;4.69042;1.01056;38;8.01697;1.2854;0.154181;2.05171;0.0185399;2.58035;0.0168992;0.498563;0.0630173;3;3;2;0
414;201;1649;9.73578;9.69536;1.00417;46;4.72484;0.778497;0.0546197;1.53306;0.248588;2.06153;0.522608;0.392792;0.0601997;1;3;7;0
415;1624;1651;15.8637;15.5242;1.02187;143;9.01427;1.49464;0.191354;1.92509;0.091992;2.29351;0.117449;0.653339;0.0892875;3;3;11;0
416;199;1651;13.9849;13.7477;1.01725;64;4.57637;0.878102;0.259221;1.49097;0.186458;2.00141;0.453785;0.457371;0.162746;1;3;10;0
417;1541;1652;39.4119;38.7169;1.01795;4030;102.253;5.4471;0.132278;6.05745;0.100998;6.71541;0.127663;0.811443;0.0254066;3;3;36;0
418;1618;203;30.5111;27.1641;1.12321;258;8.45594;1.19974;0.286532;1.93144;0.6877;2.67458;1.67473;0.531732;0.181036;1;3;24;0
419;1621;204;15.6429;15.3948;1.01612;76;4.85842;1.02243;0.266786;1.54247;0.109559;1.88429;0.136963;0.545815;0.145814;1;3;11;0
420;1652;1629;21.801;20.9045;1.04288;525;24.0815;2.27637;0.853767;3.08385;1.12526;4.0424;1.69704;0.604028;0.149351;3;3;17;0
421;1611;1653;27.0273;26.3059;1.02742;550;20.3498;2.15182;0.280958;2.79521;0.184606;3.40622;0.308387;0.637555;0.100746;3;3;18;0
422;1576;1654;32.4826;31.7805;1.02209;297;9.14337;1.40201;0.1395;1.85539;0.0782315;2.27668;0.204604;0.621628;0.0909273;3;3;26;0
423;1643;1653;39.6666;38.6135;1.02727;1186;29.8992;2.59366;0.206539;3.24729;0.10326;3.88978;0.185942;0.669085;0.0698952;3;3;29;0
424;1589;1658;35.6854;35.4103;1.00777;317;8.88318;1.40889;0.13797;1.88553;0.0631279;2.31237;0.130466;0.611949;0.075661;3;3;24;0
425;1606;209;23.0608;22.5536;1.02249;203;8.80282;1.37872;0.222418;1.88914;0.0879029;2.35966;0.253509;0.594093;0.12423;1;3;17;0
426;1607;1655;30.4065;30.26;1.00484;294;9.66897;1.64233;0.216954;2.00786;0.10031;2.33579;0.167874;0.708619;0.117671;3;3;18;0
427;1652;1656;3.47787;3.31662;1.04862;150;43.1298;5.61528;0.0427642;5.93944;0.0088532;6.49278;0.06779;0.865014;0.0156179;3;3;2;0
428;1648;208;9.10785;9;1.01198;42;4.61141;0.804518;0.0660844;1.48654;0.0881049;2.0175;0.162546;0.401546;0.0485458;1;3;7;0
429;1645;212;10.0735;9.96661;1.01072;52;5.16206;0.845511;0.271195;1.60806;0.205188;2.12409;0.485625;0.417136;0.1509;1;3;6;0
430;1598;1659;26.2512;25.9808;1.01041;237;9.02816;1.44485;0.129762;1.87005;0.086662;2.28229;0.198117;0.636809;0.0712155;3;3;20;0
431;194;1663;13.6673;13.4536;1.01588;136;9.95077;1.46928;0.0931996;1.98795;0.212835;2.65794;0.480948;0.56817;0.0954918;1;3;9;0
432;1622;1661;17.2194;17.1464;1.00426;841;48.8402;3.66283;0.191701;4.33787;0.204796;5.06216;0.124357;0.723441;0.0310293;3;3;13;0
433;1657;1661;6.75234;5.50757;1.22601;104;15.4021;1.69948;0.953022;2.79615;0.953815;3.70506;0.890696;0.4385;0.153837;3;3;4;0
434;1425;1628;134.831;95.8506;1.40668;12054;89.4007;4.5717;0.500868;5.51547;0.902649;6.53559;2.14648;0.734497;0.126622;3;4;112;0
435;1528;1666;81.5089;74.6704;1.09158;8404;103.105;4.5453;0.439829;5.90206;2.97095;8.19911;7.61958;0.711881;0.187372;3;3;63;0
436;172;1662;24.4133;22.4054;1.08962;188;7.70073;0.87343;0.263871;1.78544;0.229235;2.57;0.557742;0.361354;0.149926;1;3;21;0
437;1639;1667;14.9381;14.499;1.03029;220;14.7274;1.81177;0.14509;2.40027;0.0810592;2.94409;0.151248;0.616963;0.0572617;3;3;9;0
438;12;1660;134.474;120.839;1.11284;12947;96.2787;5.03808;0.35203;5.62323;0.21124;6.1992;0.249812;0.813255;0.0558433;1;3;118;1
439;200;1668;8.1612;7.95124;1.02641;78;9.55741;1.37841;0.240151;1.88749;0.142872;2.37228;0.296182;0.585495;0.105395;1;3;6;0
440;1647;1664;16.832;15.7374;1.06955;1164;69.1539;4.48849;0.230682;5.36726;0.303227;6.27913;0.510732;0.718511;0.0575463;3;3;12;0
441;1600;1665;36.716;35.3977;1.03724;348;9.47816;1.38739;0.187302;1.96013;0.328198;2.51476;0.89387;0.591451;0.13311;3;3;28;0
442;1604;218;26.8163;26.4953;1.01212;578;21.5541;2.05683;0.580097;2.75518;0.793331;3.51933;1.16541;0.606887;0.111809;1;3;21;0
443;1637;219;27.2472;26.4386;1.03058;616;22.6078;2.0255;0.239174;2.7913;0.139941;3.5339;0.330367;0.580006;0.0963917;1;3;23;0
444;1655;215;23.372;22.4499;1.04107;103;4.40698;0.830289;0.144373;1.41123;0.130103;1.85448;0.212889;0.453728;0.0924285;1;3;19;0
445;206;1668;10.5276;10.4828;1.00428;94;8.92888;1.30266;0.0184108;1.88759;0.159236;2.44836;0.294274;0.538235;0.0514528;1;3;7;0
446;1669;1661;3.0208;3;1.00693;72;23.8348;3.55739;0;4.537;0;5.22733;0;0.680537;0;3;3;1;0
447;1657;1669;4.90391;4.89899;1.00101;78;15.9057;1.70273;0.986246;3.01376;0.733837;4.38935;0.540674;0.365797;0.179632;3;3;2;0
448;178;1671;25.4997;23.4947;1.08534;212;8.31382;1.03514;0.342879;1.8121;0.319062;2.48352;0.864877;0.471267;0.221859;1;3;22;0
449;210;1667;13.0131;12.5521;1.03673;129;9.91308;1.31794;0.127188;1.91035;0.147693;2.43831;0.417113;0.553115;0.0888463;1;3;10;0
450;1640;1672;12.9508;12.5698;1.03031;107;8.26206;1.37419;0.157672;1.81491;0.079229;2.16649;0.192016;0.643735;0.117265;3;3;10;0
451;1642;1673;16.271;16.0624;1.01299;458;28.1483;2.73339;0.130539;3.34409;0.0515667;3.85715;0.186097;0.710445;0.0499646;3;3;10;0
452;1630;1674;19.638;19.0058;1.03326;442;22.5074;2.40237;0.136085;2.83591;0.0533542;3.34745;0.135847;0.719374;0.05703;3;3;15;0
453;1676;1658;21.8976;21.4916;1.01889;191;8.72243;1.25478;0.208663;1.84581;0.111105;2.38419;0.199812;0.531182;0.107886;3;3;18;0
454;207;1670;12.6284;12.3693;1.02095;86;6.81004;0.873808;0.18359;1.67737;0.801644;2.47774;1.83698;0.42216;0.127656;1;3;10;0
455;1670;205;23.4555;22.4054;1.04687;224;9.54999;1.34235;0.189606;1.91573;0.310198;2.59414;1.08862;0.57487;0.157467;1;3;20;0
456;1654;221;9.60349;9.48683;1.0123;45;4.6858;1.10223;0.226664;1.54811;0.145394;1.99213;0.456561;0.576307;0.154849;1;3;6;0
457;1610;1675;36.2302;36.0177;1.0059;2691;74.2751;4.54942;0.126448;5.21248;0.056176;5.81403;0.107638;0.782936;0.0310353;3;4;25;0
458;1663;222;10.5012;10.2956;1.01996;110;10.475;1.38512;0.169526;1.94139;0.265472;2.50281;0.580855;0.576077;0.125934;1;3;8;0
459;1612;1682;47.7678;43.1496;1.10703;490;10.258;1.36065;0.250998;2.15888;0.735127;3.14727;2.01885;0.51865;0.175712;3;3;36;0
460;1656;1673;12.617;11.8743;1.06254;387;30.673;2.28064;0.844658;3.23535;1.09961;4.24673;1.41873;0.554532;0.133147;3;3;9;0
461;1674;1676;11.7264;11.3382;1.03424;176;15.0089;1.51582;0.0448417;2.32669;0.197247;3.09785;0.464376;0.499109;0.0681229;3;3;9;0
462;1669;1677;2.26122;2.23607;1.01125;56;24.7654;4.10176;0;4.48148;0;4.82697;0;0.849758;0;3;3;1;0
463;1647;1683;17.6323;16.6366;1.05985;1422;80.6474;4.96273;0.159263;5.73862;0.250873;6.52643;0.475097;0.765204;0.0682491;3;3;11;0
464;220;1671;13.3259;13.0384;1.02205;60;4.50251;0.872372;0.194683;1.45972;0.242947;1.94889;0.50228;0.466744;0.126691;1;3;10;0
465;1580;1679;35.5195;33.9706;1.0456;491;13.8234;1.64229;0.130702;2.24556;0.078328;2.73166;0.116041;0.602208;0.0534353;3;3;32;0
466;1613;1680;41.5285;38.9102;1.06729;644;15.5074;1.78467;0.130286;2.42938;0.433381;3.1165;1.22355;0.61226;0.1138;3;3;32;0
467;1634;1681;21.2894;20.8006;1.0235;459;21.56;2.18753;0.333819;2.85986;0.0690151;3.49582;0.237678;0.633297;0.129008;3;3;15;0
468;1625;226;23.6295;22.0353;1.07234;112;4.73984;0.817034;0.220723;1.48689;0.107516;1.94968;0.229269;0.423144;0.120941;1;3;17;0
469;1625;224;40.2855;38.5343;1.04545;414;10.2766;1.37611;0.168778;2.04689;0.607074;2.74231;1.31508;0.552379;0.133147;1;3;28;0
470;1641;1685;16.5483;16.0728;1.02959;142;8.58095;1.39796;0.246907;1.89571;0.128558;2.35266;0.214616;0.601934;0.127599;3;3;12;0
471;211;1685;9.45239;9.34523;1.01147;87;9.20402;1.46308;0.0796165;1.98586;0.202439;2.54632;0.414022;0.592889;0.113157;1;3;5;0
472;1657;1678;11.8056;11.6476;1.01356;51;4.32;0.922675;0.211098;1.55128;0.0947114;1.9882;0.210245;0.473189;0.137754;3;3;7;0
473;1666;1684;11.4318;11.1055;1.02938;212;18.5448;1.7404;0.31941;2.60873;0.579558;3.53098;1.04114;0.512626;0.0854095;3;4;8;0
474;1662;225;10.694;10.6301;1.00601;53;4.95606;0.965681;0.1807;1.57429;0.170981;2.05238;0.390045;0.486204;0.131404;1;3;8;0
475;1572;1686;39.4895;38.8058;1.01762;4786;121.197;5.98094;0.143907;6.5613;0.0891115;7.10995;0.105771;0.841268;0.0188782;3;3;36;0
476;1670;1678;14.2919;13.7477;1.03958;115;8.0465;1.31398;0.209954;1.87262;0.0676462;2.2884;0.0908463;0.574787;0.0920453;3;3;10;0
477;1606;1688;76.4957;49.3345;1.55055;712;9.30772;1.35686;0.215006;1.92796;0.193518;2.48422;0.664489;0.568268;0.126599;3;3;56;0
478;10;1689;114.118;107.514;1.06142;9182;80.4609;4.4232;0.346717;5.17798;0.216623;5.91906;0.32905;0.749854;0.0762364;1;3;93;1
479;1654;231;12.5656;12.4097;1.01257;69;5.49118;0.782572;0.220389;1.6631;0.21675;2.27621;0.438457;0.347225;0.0942838;1;3;8;0
480;1651;234;12.7392;12.5698;1.01348;56;4.39589;0.775947;0.0907105;1.46961;0.128088;1.9748;0.243584;0.401228;0.0810978;1;3;10;0
481;1677;1664;38.2325;36.6197;1.04404;2224;58.1704;3.74754;0.16803;4.48916;0.170757;5.28096;0.244987;0.710892;0.0411129;3;3;35;0
482;1678;1679;13.5593;12.6491;1.07196;117;8.62876;1.36229;0.240739;1.86284;0.101119;2.34768;0.215992;0.587633;0.129146;3;3;11;0
483;1687;1688;4.36332;4.22953;1.03163;52;11.9175;1.75855;0.0393201;2.40559;0.0880234;3.01288;0.00932157;0.583722;0.0148566;3;3;2;0
484;1684;230;8.44792;8.06226;1.04784;37;4.37978;0.953869;0.186783;1.48622;0.162907;1.89854;0.236236;0.508106;0.105193;1;4;6;0
485;1680;238;11.5034;11.225;1.0248;111;9.64936;1.39407;0.172446;1.9339;0.17155;2.399;0.336958;0.587807;0.0854412;1;3;8;0
486;1662;1646;42.0293;34.9046;1.20412;378;8.99373;1.3243;0.186634;1.92811;0.474191;2.58322;1.23947;0.561317;0.133273;3;3;34;0
487;1686;1674;22.4113;21.2577;1.05427;838;37.3919;3.0958;0.9045;3.83165;1.04105;4.73164;1.41596;0.671088;0.121037;3;3;17;0
488;1665;1687;23.1895;22.4054;1.035;313;13.4975;1.63037;0.122646;2.23233;0.0733994;2.73322;0.134188;0.598161;0.0561399;3;3;20;0
489;1684;236;10.8965;10.3923;1.04852;172;15.7849;1.70795;0.11241;2.31359;0.141112;2.8111;0.24735;0.612235;0.0662763;1;4;9;0
490;214;1690;8.44606;8.12404;1.03964;36;4.26234;0.585318;0.151178;1.39996;0.266581;1.90083;0.478054;0.324581;0.112661;1;3;7;0
491;1660;240;53.7989;52.469;1.02535;3030;56.3208;3.31196;0.603357;4.42489;0.350281;5.50653;0.311149;0.603534;0.119672;1;3;39;0
492;235;1691;9.84642;9.69535;1.01558;86;8.73414;1.307;0.171907;1.86253;0.170993;2.32314;0.308326;0.577467;0.125848;1;3;7;0
493;1682;1691;24.8402;22.5783;1.10018;211;8.4943;1.35962;0.214038;1.81387;0.103122;2.29758;0.264833;0.598803;0.113592;3;3;20;0
494;1581;1692;40.3351;38.3275;1.05238;5358;132.837;5.0024;0.441352;7.00422;2.01829;10.4939;5.03847;0.581744;0.231638;3;3;37;0
495;228;1693;9.1635;9.11043;1.00582;47;5.12905;0.961815;0.250537;1.56931;0.325686;2.1506;0.620396;0.460537;0.115269;1;3;6;0
496;1689;242;30.1931;29.6536;1.0182;1607;53.224;3.34159;0.194573;4.09987;0.213454;4.84797;0.432234;0.693822;0.0654927;1;3;26;0
497;1672;232;36.8019;34.0734;1.08008;388;10.5429;1.33319;0.203532;2.12049;0.775395;2.90415;1.86375;0.53292;0.143549;1;3;28;0
498;1690;1655;30.9079;29.0689;1.06326;265;8.57387;1.32021;0.192341;1.82977;0.0682351;2.32323;0.210254;0.574445;0.105642;3;3;26;0
499;1623;1694;27.9414;26.8701;1.03987;624;22.3324;2.12256;0.335764;2.86286;0.352016;3.60829;0.530918;0.598518;0.10923;3;3;24;0
500;1627;1698;27.131;24.9399;1.08785;390;14.3747;1.66018;0.158685;2.28965;0.0979658;2.78634;0.177652;0.598795;0.0740527;3;3;23;0
501;1680;1700;14.3882;14.1774;1.01486;186;12.9273;1.74059;0.111165;2.29651;0.0502957;2.77589;0.115979;0.628936;0.0566745;3;3;10;0
502;1618;244;34.1219;30.2967;1.12626;270;7.91281;1.27177;0.29581;1.83727;0.435063;2.42985;1.00639;0.582166;0.206098;1;3;27;0
503;1685;1696;9.49547;8.79393;1.07978;130;13.6907;1.79304;0.161117;2.34723;0.0791822;2.86041;0.123625;0.627978;0.0636203;3;3;6;0
504;1632;1697;41.3424;40.886;1.01116;432;10.4493;1.52564;0.190965;2.11914;0.67455;2.94039;1.842;0.590394;0.135405;3;3;29;0
505;1658;245;17.9167;17.3365;1.03346;169;9.43256;1.42385;0.164435;1.90189;0.105887;2.2958;0.243886;0.628329;0.102871;1;3;13;0
506;1687;1698;25.8078;24.7117;1.04436;353;13.678;1.65021;0.11943;2.25375;0.0924165;2.69633;0.123541;0.613191;0.0519713;3;3;22;0
507;1649;1701;32.3153;31.7962;1.01633;293;9.06691;1.51265;0.107464;1.93303;0.0696411;2.35104;0.159183;0.647047;0.0693853;3;3;21;0
508;1700;1681;35.0551;33.9018;1.03402;732;20.8814;2.32663;0.198162;2.74351;0.057384;3.17156;0.185214;0.738436;0.0939677;3;3;31;0
509;1553;1704;64.2168;63.7756;1.00692;5996;93.3712;5.07092;0.179927;5.67839;0.0894594;6.28402;0.141449;0.807638;0.0398173;3;3;50;0
510;160;1702;45.1204;42.2493;1.06796;717;15.8908;1.77412;0.128838;2.36941;0.160472;2.9085;0.389361;0.617898;0.0751114;1;3;36;0
511;1653;1703;19.579;19.2094;1.01924;413;21.094;2.21508;0.223425;2.82093;0.0912594;3.41766;0.109424;0.649772;0.0774197;3;3;15;0
512;1693;1697;16.8454;16.4012;1.02708;142;8.42961;1.16132;0.316466;1.77764;0.123175;2.33072;0.263219;0.507533;0.150315;3;3;15;0
513;1683;1694;32.365;31.5278;1.02656;1927;59.5397;3.93583;0.199154;4.62095;0.161041;5.29017;0.253148;0.745359;0.0467251;3;3;28;0
514;1695;1671;42.8048;37.7168;1.1349;432;10.0923;1.36087;0.162867;2.00254;0.828899;2.63951;1.70079;0.592036;0.153918;3;3;36;0
515;1695;1699;10.0588;9.8093;1.02543;194;19.2867;2.20235;0.226105;2.65518;0.0538645;3.01245;0.242041;0.738835;0.117562;3;3;8;0
516;1613;1706;93.5926;50.0256;1.8709;1311;14.0075;1.7352;0.197553;2.33867;0.465442;3.11204;1.44649;0.610022;0.129779;3;3;71;0
517;1672;249;13.24;12.6886;1.04346;53;4.00302;0.872446;0.252246;1.47213;0.110685;2.00675;0.211067;0.432407;0.0979395;1;3;10;0
518;1583;1708;44.1427;43.1856;1.02216;1755;39.7574;3.14036;0.223391;3.69451;0.139292;4.24805;0.291428;0.742166;0.0678266;3;3;40;0
519;1693;248;15.4122;15.2971;1.00753;75;4.86626;0.912731;0.20235;1.52517;0.183669;2.00064;0.344202;0.470262;0.120212;1;3;11;0
520;1609;1705;35.6919;35.3412;1.00992;2724;76.3198;4.58862;0.146931;5.23125;0.181087;6.39908;1.53579;0.747095;0.128638;3;3;31;0
521;1695;1709;22.3518;21.9216;1.01962;307;13.7349;1.70379;0.164607;2.26868;0.118076;2.75298;0.142767;0.619683;0.0590311;3;3;17;0
522;241;1709;11.5565;11.2842;1.02413;118;10.2107;1.37058;0.220371;1.94926;0.231595;2.52908;0.363345;0.551395;0.110999;1;3;8;0
523;1710;1659;27.3894;26.5267;1.03252;239;8.72602;1.38418;0.136283;1.84802;0.0891129;2.2678;0.162499;0.613764;0.0778788;3;3;21;0
524;1681;1708;35.5213;34.2928;1.03582;1054;29.6723;2.61035;0.147124;3.21386;0.142318;3.77964;0.201022;0.691966;0.0453071;3;3;31;0
525;1659;250;39.0844;36.0694;1.08359;222;5.68001;0.842748;0.313928;1.54248;0.339397;2.09677;0.563812;0.409815;0.13102;1;3;33;0
526;1702;1707;6.99451;6.32456;1.10593;233;33.3118;3.00833;0.385857;3.95507;0.295844;4.83507;0.312745;0.624247;0.0845461;3;3;5;0
527;1675;1707;67.9312;64.5446;1.05247;4129;60.7821;3.60858;0.468147;4.53726;0.198921;5.3513;0.234289;0.673824;0.0808883;3;3;53;0
528;227;1711;20.2108;20.0499;1.00802;693;34.2887;2.79847;0.0745922;3.35275;0.199503;3.91895;0.427392;0.720674;0.0635972;1;3;15;0
529;247;1608;73.8448;61.2372;1.20588;536;7.25846;1.10754;0.331842;1.70935;0.259353;2.25792;0.494056;0.500893;0.147562;1;3;63;0
530;1664;1712;18.5029;18.0278;1.02635;712;38.4805;3.38834;0.221901;3.88516;0.246481;4.49305;0.551743;0.761099;0.0692669;3;3;14;0
531;1702;1711;23.3725;22.2261;1.05158;837;35.8113;2.84829;0.297336;3.64389;0.19667;4.43243;0.322746;0.646477;0.0861306;3;3;18;0
532;1650;1713;27.465;25.9101;1.06001;255;9.28453;1.32254;0.233938;1.94818;0.334923;2.5865;0.849994;0.544206;0.144635;3;3;22;0
533;237;1706;24.3087;20.6855;1.17516;183;7.52817;0.985685;0.300289;1.77672;0.442276;2.43865;1.01499;0.453179;0.174471;1;3;20;0
534;239;1714;23.4657;20.9284;1.12124;114;4.85815;0.850114;0.238973;1.51277;0.176967;2.04385;0.35378;0.428068;0.141697;1;3;19;0
535;1638;255;30.3394;28.8097;1.0531;311;10.2507;1.41187;0.189308;1.91758;0.332642;2.43246;0.74566;0.613447;0.143069;1;3;26;0
536;1688;258;13.7196;13.536;1.01357;60;4.3733;0.871278;0.163243;1.49016;0.129187;1.9772;0.294158;0.450123;0.109497;1;3;10;0
537;246;1721;8.15221;8.12404;1.00347;48;5.88797;0.999819;0.191416;1.6972;0.445194;2.39675;0.924924;0.442549;0.0739469;1;3;5;0
538;1619;1715;37.8925;37.4166;1.01272;2877;75.9254;4.56178;0.141945;5.16302;0.0643912;5.74539;0.124223;0.794492;0.0330238;3;3;33;0
539;1614;1716;36.5806;35.6371;1.02648;2214;60.5238;3.96014;0.319345;4.65316;0.192087;5.34871;0.246853;0.742447;0.0738645;3;3;34;0
540;1690;1717;19.1279;18.5742;1.02981;171;8.93981;1.4406;0.152305;1.90844;0.0878422;2.3387;0.134813;0.616493;0.0605904;3;3;14;0
541;1713;259;13.3967;12.3288;1.08662;128;9.55457;1.29557;0.149468;1.7978;0.142883;2.24906;0.326304;0.587339;0.105719;1;3;12;0
542;1712;1718;5.65024;5.38516;1.04922;85;15.0436;1.13651;0.565788;2.75114;0.360843;4.27086;0.0766912;0.267527;0.13679;3;3;3;0
543;1643;1719;39.5337;37.6563;1.04985;1201;30.3792;2.634;0.155048;3.31067;0.0869874;3.98019;0.19254;0.663793;0.0555081;3;3;30;0
544;229;1723;24.3451;23.8816;1.01941;647;26.5762;2.35692;0.218998;3.00703;0.387326;3.67083;0.791711;0.662892;0.110317;1;3;16;0
545;1700;1720;15.5873;15.1767;1.02705;224;14.3706;1.75011;0.205192;2.33831;0.0898011;2.81045;0.113684;0.624594;0.0842825;3;3;11;0
546;1720;1701;24.3211;23.8747;1.0187;343;14.103;1.73704;0.116275;2.30099;0.0751728;2.82721;0.126734;0.615046;0.0436698;3;3;19;0
547;1701;1722;15.5706;15.1658;1.02669;147;9.44088;1.43324;0.188944;1.94739;0.0849606;2.43237;0.218174;0.594518;0.0990385;3;3;10;0
548;254;1714;7.57749;7.07107;1.07162;37;4.88288;0.718436;0.145932;1.51101;0.271026;2.03998;0.394739;0.36488;0.0960984;1;3;6;0
549;233;1718;22.1545;21.7715;1.01759;115;5.19081;1.00042;0.279689;1.56977;0.151716;2.02425;0.324488;0.500127;0.142258;1;3;15;0
550;1666;1723;34.7864;33.9886;1.02347;2205;63.3868;3.98913;0.245312;4.73867;0.0683014;5.35807;0.121657;0.745231;0.0533293;3;3;26;0
551;1617;262;71.6626;66.1287;1.08368;744;10.382;1.43014;0.189321;2.04987;0.599549;2.74956;1.33986;0.58022;0.15536;1;3;58;0
552;1715;1717;32.2719;31.6228;1.02053;396;12.2707;1.48795;0.403163;2.08395;0.69523;2.60913;1.00756;0.594115;0.117686;3;3;25;0
553;217;1725;24.4432;22.4944;1.08663;204;8.34588;1.11093;0.333375;1.93633;0.596087;2.78696;1.45274;0.466941;0.193421;1;3;20;0
554;1679;1727;21.4552;20.9045;1.02634;183;8.5294;1.38236;0.148234;1.84481;0.0797345;2.22784;0.183999;0.622393;0.0649716;3;3;16;0
555;1728;1699;30.1139;27.7489;1.08523;625;20.7545;2.21483;0.184083;2.78433;0.124899;3.36122;0.244281;0.662975;0.0775122;3;3;23;0
556;1710;263;8.56893;8.3865;1.02175;77;8.98595;1.42531;0.12932;1.93131;0.0520295;2.33437;0.181687;0.615302;0.0793411;1;3;5;0
557;261;1721;10.0343;9.89949;1.01362;40;3.98633;0.773277;0.126122;1.41324;0.157869;1.85575;0.357127;0.424912;0.0783427;1;3;7;0
558;1716;1729;9.54167;9.05539;1.0537;334;35.0044;3.09541;0.290119;3.86531;0.202314;4.61679;0.123296;0.669532;0.0491585;3;3;7;0
559;1704;1724;27.7586;26.7395;1.03811;1391;50.1105;3.48766;0.217189;4.32581;0.255319;5.0631;0.394437;0.691245;0.0506831;3;3;20;0
560;1673;1730;27.3605;26.8887;1.01755;810;29.6047;2.6076;0.121821;3.3298;0.0762671;4.09138;0.161101;0.638131;0.035596;3;3;19;0
561;256;1725;9.21455;9.11043;1.01143;47;5.10063;0.988707;0.256618;1.5963;0.133627;2.14467;0.28094;0.462626;0.122005;1;3;6;0
562;257;1726;7.1925;7.07107;1.01717;35;4.86618;1.06798;0.189216;1.6285;0.232044;2.22929;0.424802;0.48786;0.0900158;1;3;4;0
563;1726;1665;33.1377;31.0644;1.06674;315;9.50578;1.47361;0.110446;2.00323;0.392641;2.71808;1.15182;0.595245;0.135704;3;3;24;0
564;1719;1728;9.89128;8.83176;1.11997;355;35.8902;2.76473;0.286258;3.65617;0.208819;4.46399;0.245459;0.620304;0.0631517;3;3;8;0
565;1721;1731;7.12325;7.0946;1.00404;52;7.30004;1.21025;0.0328534;1.87545;0.174716;2.47502;0.368896;0.502356;0.0904026;3;3;4;0
566;1722;1731;5.42123;5.38516;1.0067;39;7.19394;1.52859;0.174791;1.91622;0.0208935;2.31516;0.0452917;0.660517;0.0757158;3;3;3;0
567;1716;1732;4.85943;4.58258;1.06041;206;42.3918;4.09425;0.223845;4.83444;0.193226;5.36571;0.208814;0.763286;0.0358634;3;3;3;0
568;181;1734;52.1048;50.7543;1.02661;882;16.9274;1.8508;0.293087;2.44504;0.349163;2.96649;0.490376;0.629689;0.0729864;1;3;39;0
569;1735;1719;9.33035;9.16515;1.01802;165;17.6842;2.14988;0.510476;2.93573;0.252336;3.63554;0.2096;0.591045;0.134719;3;3;7;0
570;1632;1738;51.6453;49.6767;1.03963;754;14.5996;1.65124;0.169953;2.36412;0.0636025;2.9;0.109947;0.570996;0.0701669;3;3;36;0
571;1684;1739;28.8684;22.9855;1.25594;248;8.59071;1.33304;0.259748;1.892;0.406905;2.5265;0.952162;0.563845;0.142561;3;4;22;0
572;253;1739;12.0328;11.9722;1.00506;62;5.1526;0.977543;0.284183;1.70118;0.277791;2.34246;0.638126;0.427373;0.115139;1;3;6;0
573;1733;1732;5.17755;5.17648;1.00021;86;16.6102;1.72413;0;3.37359;0;5.39336;0;0.319677;0;3;5;1;0
574;1729;1733;6.34789;6.21716;1.02103;117;18.4313;2.43404;0.294727;3.30398;0.312328;4.40084;0.358629;0.551541;0.025949;3;5;3;0
575;213;1741;36.4135;35.3742;1.02938;507;13.9234;1.6608;0.270512;2.30225;0.436717;3.01751;1.08909;0.587784;0.127685;1;3;25;0
576;1724;1734;19.2943;18.9737;1.0169;885;45.8685;3.24327;0.289565;4.07056;0.127079;4.80557;0.215511;0.675701;0.0631728;3;3;15;0
